job_title,required_skills
java developer,"java, websphere, application, html, javascript, jsp, jdbc, web, rational, ide, software, engineer, it, unisys"
java software engineer ii,"engineering, java, uml, html, soap, web, api, sql, content management, systems, software"
java software engineer iii,"engineering, java, uml, html, sql, web, content management, systems, software"
java software engineer,"engineering, java, uml, html, soap, web, api, sql, content management, system, software"
 groovy configuration developer,"java, python, management, systems"
microservices developer,"java, microservices"
java full stack developer,"java, j2ee"
java developer,"java, mssql"
j2ee developer,"java, j2ee"
c# software engineer,"java, c, software, engineers, it, web, linux, windows, ux"
java architect,"java, mvc, aws, sql, angular, node, devops"
software lead engineer,"agile, architecture, best practices, customer engagement, javascript, microsoft windows azure, marketing automation, https, implementation, j2ee, java, organized, pl, sql, software, sql, software development, planning, postgresql, integration, product development"
java developer,"java, restful, sql, software deployment, web design"
java developer,"java, j2ee, html, javascript, cssjsp, servlet, struts, ejbs, web services, sql, xml, uni, linux, apache, http server, ibmihs, jms, jdbc"
java full stack,"com, command, line interface, docker, framework, gc, java, kubernetes, linux, microservices, nice, pos, point of sale, production support, reach, recruitment, retail, robot framework, selenium, software engineering, systems analysis , design, test, driven development, unix, agile, amazon web services, angularjs, architecture, automation, business requirements, can, communication"
java developer,"java, java servlets, microservices, restful, software development, css, ajax, aws"
java developer,"java, gui, jsp, web, application, sql, mysql, javascript, xml, html, soap, unix, software"
java architect,"java, spring boot, spring mvc, spring data, javascript, angular, html, css"
java developer,"software, java, excel, powerpoint, security"
ux researcher,"ux, cms, photoshop"
ux designer,"ip, ux, recruiter"
principal ux designer,ux
ux designer,"ui design, ux design, user interface design, documentation, game design, prototype design, adobe photoshop, game development, user experience, illustration design"
ux designer,ux
ux design manager,"ux, systems, photoshop"
frontend developer,"ux developer, angular, software engineer, spartanburg, sc, perm, fulltime, 105k, 110k, 115k, front, single page apps, spas, think paid, for certifications, aws, aws certified, front, end development, angular, react, react, spa, related visualization, javascript, architectural decisions, continuous integration, agile development methodologies, scrum, python, developing applications, fintech, centric applications, agile, amazon web services, angularjs, implementation, design patterns, software development, spa, ui, ux, 3k relocation, remote, onsite, nc, tn, ga, fl"
digital ux designer,ux
ux front end developer,"c#, typescript, angular"
ui designer,"html, css, js, ux, ui work, adobe xd, photoshop, , mobile app design"
ux director,"ux, environmental"
ux research analyst,"ux, analyst, management"
cloud integration ui,"cloud, devops, django, html5, it, iaas, integration, javascript, web development, ui, ux, python, restful, microservices, optimization, ruby, automation, api, amazon web services, github, linux, managed services, microsoft windows azure"
ux interaction designer,"ux, system, html, software, artificial intelligence, foundation"
ux strategist,"ux, system, photoshop"
ux developer,"ux, security, windows, linux, java, perl, python, javascript, development, rational, sql, oracle, mysql, engineering, systems"
lead ux designer,"ux, b2b"
team lead,"ux, development, applications, quality, application, web, adobe, basic, javascript, it, it"
ux designer,"ux, applications, photoshop, html, javascript"
ux lead resume:,"ux, quality, html, adobe, photoshop, content management, system"
ux designer,"adobe illustrator, adobe photoshop, architecture, articulate, best practices, budget, business analysis, business requirements, continuous improvement, design review, documentation, it, interfaces, metrics, presentations, project management, qa, reach, research design, return on investment, sketch, specification, ucd, ui, ux, usability, user, centered design, web design, workflow"
ux developer,"asp.net, api, adobe xd, microsoft visual studio, microsoft windows azure, microsoft tfs, html, javascript, software development, ui, ux, jquery, xhtml, wireframe, web design, web applications, mobile applications, devops, implementation, information systems, graphics design, software, specification, sketch, mobile, mvc, intranet, via, qa, hcd, forms, bootstrap, css, focus"
principal ux designer,"adobe cs, html, css, axure, omnigraffle, web design, usability, ux, interactive design, design documentation, software, retail, interfaces, hci, information architecture"
ux designer,"ux, computer, html, adobe, photoshop, java, software, development"
mobile ux designer,"ux, business requirements, ups, system, applications, quality, photoshop, html, computer, systems, libraries, research, it, it, development"
ux researcher,ux
ui design lead,ux
lead ui,ux
ux developer,"crm, ux, javascript, html"
ux ui designer,"it, ux"
ux researcher and designer,"ux research, stakeholder interviews, user interviews, quantitative surveys, adobe design suite"
ux designer,"ux, it, adobe, photoshop, systems, scripts"
ux designer,"ux, management, adobe, systems, scripts"
ux research associate,ux
ux developer,"ux, html, javascript"
ux director,"ux, engineering, adobe, telecom, web"
ui designer pipelining,"ux, html"
ux researcher,"ux, management"
ux designer,"ux, broadband"
ux visual designer iii,"ux, adobe, photoshop"
 ux developer,".net, sitecore"
ui ux developer,"angular, ui, react, ux"
salesforce ux architect,"ux, ui, design architecture, electronic commerce, communication"
ux lead,"architecture, electronic commerce, experience design, grid, html5, as, is process, axure, can, cms, css, communication"
ux prototyper,"ux, javascript, html, react, angular"
ux designer,"ux, systems, it, hmi, adobe, development, html, javascript, scripts"
ux developer iii,"ux, engineering, it"
lead ux designer,"ux, video"
ux visual designer ii,"ux, adobe"
ux & net developer,"erp, software, ux, javascript, html, it, manager, com, .net"
ux designer,"ux, adobe, html, javascript, cms, system"
ux visual designer i,ux
responsive design,"ux, erp, development, html, javascript, it, manager, com, .net"
ui designer,"ux, adobe"
web ux,"html, xml, web design, ux, ui, agile, adobe photoshop"
software engineering manager,"software, manager, architect, sdlc, analytical, java, javascript"
manager software engineering,"automotive, software, engineers, it, system"
avp software engineering,automotive
software engineering manager,"cross, functional, devops, qa, social media, social networks, software, team leadership, web services, code review, python, react, oop, ooa, soa, cd, cd, kebernetes"
software engineering lead,"software, security, it"
qa automation manager,"qa, javascript, recruiter, software"
software engineering specialist,"sdlc, software, security, computer, java"
manager software engineering,"manage, commercial software, oop, leadership, warehouse, distribution, supply chain, logistics, technology, best practice, .net, sql, oracle, agile, business acumen, customer engagement, distributed team"
head of software engineering,"java, sql, aws, python, management"
software engineering manager,"software, manager, teradata, java, sql, security"
